subject_id,time,Alistipes_putredinis,Bacteroides_caccae,Bacteroides_dorei,Bacteroides_fragilis,Bacteroides_ovatus,Bacteroides_stercoris,Bacteroides_uniformis,Bacteroides_vulgatus,Eubacterium_rectale,Faecalibacterium_prausnitzii,Parabacteroides_distasonis,Prevotella_copri,others
C3001,0,0,0.0276994951865296,0,0.00844781516017516,0,0,0.313193698227499,0.423748708845934,0,0.0529570805477996,0,0,0.173953202032063
C3001,2,0.000819423429521875,0.014586998775321,0,0.00554169766750215,9.79342678812652e-05,0.0101393009816458,0.288082461054105,0.519689394159393,0,0.00575298734565089,0.000646286058185773,0,0.154643516260794
C3001,6,0.000724591793115088,0.0270801051583473,0.00843709761921126,0.091881500680324,0.000776312621092514,0,0.428439132438633,0.257679567561857,0,0.0277706832541465,9.66389164916712e-05,0,0.157114369956782
C3001,8,0,0.0230390023039002,0,0.167387416738742,0,0,0.287467228746723,0.122982212298221,0,0.0274544027454403,0,0,0.371669737166974
C3001,16,0,0.104042838266736,0.400054649276088,0.00221456425357425,0,0,0.160188727267895,0.124663778081251,0,0.00253664058777975,0,0,0.206298802266676
C3001,24,0,0.352478494766771,0,0.0503907782265133,0,0,0.0932010464951003,0.0389251376299769,0,0,0,0,0.465004542881639
C3001,4,0,0.0422562159706661,0,0.169073198761143,0,0,0.31650791533775,0.256435583495745,0,0.00959096358388082,0,0,0.206136122850815
C3001,26,0,0.0181088991140795,0,0.0323742306386673,0,0,0.482488241036319,0.258571439862629,0,0.0127930161265359,0,0,0.195664173221768
C3001,34,0,0.2646671,0,0.2183364,0,0,0.0457513,0.0449824,0,0,0,0,0.4262628
C3001,36,0,0.0275555610690799,0,0.0414681506095218,0,0,0.347983112208214,0.392592037534829,0,0.000932708246399449,0,0,0.189468430331956
C3001,38,0,0.021781859700817,0,0.0237362955023654,0,0,0.362835111019781,0.332980168272058,0,0.0120811478221493,0,0,0.24658541768283
C3002,0,0,0,0.00288640028864003,0.110838711083871,0,0,0,0.681358168135817,0.000691900069190007,0,0,0,0.204224820422482
C3002,2,0.000398500119550036,0,0.00254500076350023,0.169849350954805,0,0.00170460051138015,0.000850600255180077,0.691370207411062,0.00347250104175031,0.00381210114363034,0.000205100061530018,3.90000117000035e-06,0.125788137736441
C3002,4,0,0,0,0.297004606381541,0,0,0.00523749413084301,0.453402070045293,0.00260669109409891,1.33065907544007e-05,0,0,0.241735831757469
C3002,6,0.000340319349996044,0,0,0.0733637286596409,0,4.60161378595473e-06,9.12319950606678e-05,0.716251589432414,0.0109193294088237,0.000246986618207005,0,0,0.198782212922072
C3002,8,0,0,0,0.120789687921031,0,0,0.00197979980202002,0.627811637218836,0.0301768969823103,0.00349089965091004,0,0,0.215751078424892
C3002,10,0,0,0,0.221738677826132,0,0,0,0.590252040974796,0.00190499980950002,0,0,0,0.186104281389572
C3002,16,0,0,0,0.120731237550876,0,0,0,0.597445741998076,0.0140598522244603,0,0,0,0.267763168226588
C3002,24,0,0,0,0.0743270074327007,0,0,0,0.587259458725946,0.00104950010495001,0,0,0,0.337364033736403
C3002,26,0,0,0,0.0807341678521081,0,0,0,0.468962914160695,0.0337102330082942,0,0,0,0.416592684978902
C3002,34,0,0,0,0.114177522835505,0,0,0,0.556543711308742,0.0108819021763804,0,0,0,0.318396863679373
C3002,36,0,0,0,0.0594638668249722,0,0,0,0.634778150961994,0.0036702818776482,0,0,0,0.302087700335386
C3002,38,0,0,0,0.0423438203519249,0,0,0,0.527159955986886,0.0148586265724077,0,0,0,0.415637597088782
C3004,0,0,0.0292606970739303,0,0,0.0339066966093303,0.292328070767193,0.278588972141103,0.264724773527523,0.00312179968782003,0.00651939934806007,0.0218525978147402,0,0.0696969930303007
C3004,4,0.00273920621953159,0.023497538372691,0,0.00281848584337534,0.016536266218371,0.125801027387752,0.189127205509523,0.175322929160599,0.0107541657132565,0.0105136207104437,0.00698602824419287,0,0.435903526620263
C3004,6,0,0.0330416486874191,9.10004095018427e-06,0,0.0298952345285554,0.289835404259319,0.268354707596184,0.221545596955186,0.018073581331116,0.000328201476906646,0.0133382600221701,0,0.125578265102193
C3004,8,0.000156600015660002,0.0265564026556403,0,9.7700009770001e-05,0.0269509026950903,0.302997430299743,0.363435836343584,0.099782909978291,0.0177570017757002,0.00215620021562002,0.00543210054321005,0,0.154676915467692
C3004,10,0.000797376760519345,0.0359772992739069,0,0,0.0289211652505809,0.125495996858516,0.296849261275953,0.178867214758974,0.00677620175532939,0.00401539727521254,0.00522877059410571,0,0.317071316196903
C3004,16,0,0.0501296364685851,0,0,0.0393796099789814,0.225678916786825,0.174168519104582,0.286760491058721,0.0389883943017786,0.0124946883216717,0.0107562299095491,0,0.161643514069306
C3004,24,0,0.0570878481015444,0,0,0.0379392062503119,0.140648622297003,0.25900142200758,0.296692674625522,0.0258281866367695,0.00977171362165636,0.031518717498595,0,0.141511608961018
C3004,26,0,0.0556036379932618,0,0,0.0402695083987548,0.177612156787426,0.293614505557823,0.252954769164286,0.0458665442265063,0.00897494378156035,0.00866234124792932,0,0.116441592842452
C3004,34,0,0.0539938361880376,0,0,0.0187153525702243,0.216391161434223,0.250318040731025,0.279612906285465,0.0169265204097855,0.0154941740140787,0.0095744892663567,0,0.138973519100803
C3004,38,0,0.0608969060896906,0,0,0.0742965074296507,0.0547814054781405,0.240963624096362,0.207037220703722,0.0782634078263408,0.0156434015643402,0.0189235018923502,0,0.249194024919403
C3008,0,0,0,0.761233164704559,0,0,0,0.000122407627282055,7.91685999830956e-05,0,8.00951505680733e-05,0,0,0.238485163917608
C3008,4,0,0,0.895668233206917,0,0,0,4.61213496141008e-05,0.000253357189584186,0,5.74965703709418e-05,0,0,0.103974791683514
C3008,8,0,0,0.806223689363005,0,0,0,0,0,0,0,0,0,0.193776310636995
C3008,10,0,0,0.78634054288703,0,0,0,0,0,0,0,0,0,0.21365945711297
C3008,16,0,0,0.564318021547172,0,0,0,0,0,0,0,0,0,0.435681978452828
C3008,24,0,0,0.662090496869991,0,0,0,0,0,0,0,0,0,0.337909503130009
C3008,34,0,0,0.821408311094879,0,0,0,0,0,0,0,0,0,0.178591688905121
C3008,36,0,0,0.932837877374804,0,0,0,0,0,0,0,0,0,0.0671621226251961
C3008,38,0.0466423700966198,0,0.0191962044901382,0,0.0090007818579204,0,0.0389751407309383,0.152893211413405,0.160781885818985,0.0177838384876362,0.0223857105293687,0,0.532340856574988
C3009,4,0.00339090002847321,0.00316180995021367,0.00101154275658547,0.000198823284112257,0.00183170154209826,0.00980929473885667,0.00951345466003664,0.0569853416998769,0.00336083705112153,0.00666857982698807,0.00336746109697868,0.0375471300862736,0.863153123278385
C3009,6,0,1.30432005179486e-05,0,0,4.03620299492424e-05,0.000116361780998707,0.0001000321047597,0.0010009372617947,2.67026152335955e-06,0.000232004645433432,0,0,0.998494588715023
C3009,8,0,0,0,0,0,0,0,0,0,0,0,0,1
C3009,10,0,0,0,0,0,0,0,0,0,0,0,0,1
C3009,16,0.00721931583119645,0.00228638801195101,0.00371348396361005,0,0,0.00229203614896286,0.00343019113074152,0.0334023070535485,0.00158967369937248,0.00452437924205545,0.0013380547328841,0,0.940204170185677
C3009,26,0,0,0,0,0,0,0,0,0,0,0,0,1
C3009,34,0,0,0,0,0,0,0,0,0,0.000144108939943573,0,0,0.999855891060056
C3009,36,0,0,0,0,0,0,0,0,0,0,0,0,1
C3009,38,0,0,0,0,0,0,0,0.000191017697110775,0.000360850220706201,0.000275173165384456,0,0.0138342694409958,0.985338689475803
C3011,0,0.00413635208661253,0.00525384325536459,0,0.018526800715824,0.00814595964478433,0.126375294181518,0.038665961364312,0.0498769992788882,0.00219421419300568,0.040795289624366,0.00156785807196143,0.000693361190219924,0.703768066393143
C3011,6,0.0117160392187118,0.00786148920796501,0.00245262992714125,0.0131204772994501,0.0123622580028496,0.117257586876441,0.039050610332289,0.18155756453677,0.00353053413971016,0.112227837243917,0.00835179360964558,0.0869109875927202,0.403600192012389
C3011,8,0,0,0,0.032196177859162,0.0142107455159934,0.134327251351197,0.102474300020638,0.0525902333085095,0.000740689087378672,0.0737843456704705,0,0,0.589676257186651
C3011,10,0,0,0,0.030835278677406,0.00713902715558186,0.196599360130744,0.0186042333953202,0.048407338062644,0.000782270760644402,0.046251153874574,0,0,0.651381337943086
C3011,16,0,0,0,0.0263593044218745,0.00891285253375565,0.122995854398199,0.0418228845356344,0.101672581042457,0.000529403601716891,0.07016203959661,0,0,0.627545079869753
C3011,24,0,0,0,0.023906825549978,0.0579948862556456,0.174194819561658,0.103451726944068,0.0511534000098162,0.0058770289706807,0.0401056681608517,0,0,0.543315644547302
C3011,34,0.00264104915707201,0.0153023071089201,0.0111305562558189,0.0060634626568248,0.00451980886952146,0.0508636866573561,0.0275545144690755,0.0574570075935756,0.00575579161592293,0.0489378284311827,0.00840967511798472,0.301726501992208,0.459637810074537
C3012,0,0.0391119620208561,0.00994016106539785,0,0.0266423139429843,0.0565229136991011,0.00977689602077492,0.121819641777913,0.308655716839257,0.157664060547947,0.0874661777613576,0.0230569964784296,0,0.159343159845982
C3012,4,0.0534937766109396,0.0192184783643709,0,0,0.0177036442533974,0.034966006012542,0.199695074340593,0.153823242147647,0.132400418973515,0.123465291853142,0.0122563356141091,0,0.252977731829744
C3012,6,0.0639656632555408,0.030367987330853,0,0,0.0130601286316954,0.0326848261269694,0.278997165697865,0.136939845149043,0.0755791179316149,0.140449031067203,0.0103223133778536,0,0.217633921431362
C3012,8,0.0297762974412305,0.0160254906100617,0,0,0.0239441164513227,0.0249137186220328,0.158458884050128,0.128272810546624,0.172547251456719,0.0635058204745889,0.00530367600761155,0,0.377251934339681
C3012,10,0.0468060161900174,0.0182364082963254,0,0,0.0214916633023058,0.0766143587150783,0.21814662911998,0.126409415682827,0.0892667663607509,0.109651544440797,0.00863592667915149,0,0.284741271212767
C3012,16,0.0538973455701669,0.0240211718872711,0,0,0.0420272937070827,0.0421626700858507,0.134099289268694,0.13166921414597,0.302136787993891,0.0948367364062389,0.00767859499524268,0.00146149063111447,0.166009405308477
C3012,24,0.0281267535438623,0.0304172707901189,0.0021579229708524,0,0.0731073813042072,0.0329979730254485,0.45025209885217,0.106939906196494,0.0882016297060553,0.0356033631010396,0.00194190436856477,0,0.150253796141188
C3012,26,0.0814131221687248,0.0248232095161411,0,0,0.0607780749234072,0.0571200014738647,0.228397519720267,0.214178808254814,0.0373383930436938,0.0939687113607749,0.0127264235041216,0,0.18925573603419
C3012,34,0.0593233348874143,0.0135981554457086,0,0,0.05920733047042,0.107884002728205,0.16005299636572,0.233970296354509,0.0312878833491526,0.104491293836982,0.00925387409044499,0,0.220930832471444
C3012,36,0.0685891306715387,0.0119596693344243,0,0,0.0615132302256793,0.168494840545334,0.232332506655591,0.208188933892145,0.0175812574252957,0.0631140297661961,0.0085789728463485,0,0.159647428637448
C3012,38,0.0492293787679247,0.0293298929468877,0,0,0.0837422950403485,0.0465521114574974,0.25353868618381,0.208462427856691,0.0308770438342368,0.0896787989073384,0.00517686436849186,0,0.203412500636774
C3013,0,0,0.00192244424044286,0.0159663845468144,0,0.0029441258088399,0.00634938476278549,0.00987348496881508,0.0135627578940873,0.122336992445789,0.0639455274915448,0.00713639641120195,0.525313134752787,0.230649366676892
C3013,6,0,0.148998508735881,0.0888503078308808,0,0.0650785218621058,0.038614309440887,0.148895622434522,0.0537270856292384,0.133542308409205,0.0335565551082403,0.0549062847909265,0.194199068315212,0.0396314274429008
C3013,8,0,0.145663624438264,0.0381486452454025,0,0.0148460365538271,0.0192928355383536,0.322647569344472,0.0742027667363414,0.00762981058375053,0.00849030710746891,0.0429030337725776,0.0149971814483758,0.311178189231166
C3013,10,0,0.0533043424161063,0.05730631059041,0,0.0287578783460691,0.0625062485613477,0.363559432291698,0.20003505900757,0.00705688917236909,0.0117179419268897,0.0699284818944163,0.0956079152467579,0.0502195005463654
C3013,24,0,0.000287501723809809,0.00277208452216618,0,0.000308067388149145,0.000428433941363637,0.00157280354790072,0.0202207457861528,0.0480964076586534,0.0189301198560654,0.00307649811208245,0.858621288302114,0.045686049161542
C3013,26,0,0.0335996327884454,0.0253548804514278,0,0.0205733864772549,0.036759537596257,0.133670617295866,0.0325102310279174,0.0420472941996399,0.0115769278466331,0.0348347071033327,0.521462628761127,0.107610156452099
C3013,34,0,0,0,0.0672619,0,0,0,0.1652932,0.05294,0,0,0.7145049,0
C3013,36,0,0.000136147386896996,0.00249060231476125,0.00370069477779958,0.000772460643497748,0.00146203970091892,0.00693989465729103,0.00570775015271305,0.0322531881179765,0.0260592277353746,0.00636505013483705,0.900669508503672,0.0134434358742612
C3013,38,0,0,0.0246280266910839,0.135544252681678,0.0130085909348768,0.0205501734551914,0.0432417189240557,0.0241635125038225,0.166701692608532,0.0496919398946063,0.0503989666835288,0.431535763972828,0.0405353616497965
C3015,0,0.000148406277585542,0.0378361004670498,0.167711894213125,0,0.216845072546569,0.001242952576894,0.276816909355266,0.00724820659913914,0,0.000854536146879013,0.146621302081078,0.00273831583075964,0.141936303905655
C3015,4,0,0.0804287687272525,0.349538278475063,0,0.19018054273524,0,0.0840953955566873,0,0,0,0.150979305258695,0,0.144777709247062
C3015,6,0.000256405969243098,0.0658425699387079,0.222657597310871,0,0.193440232229119,0.00165217153629426,0.321086852941615,0.000928307749637643,0,0.000603219822213848,0.0958311553176406,0,0.0977014871846574
C3015,8,0,0.0417878454458088,0.16553116273002,0,0.298949173643263,0,0.308103736438231,0.000170675745896029,0,0,0.0999470565036763,0,0.085510349493105
C3015,10,0,0.0992041945261063,0.12639377818948,0,0.120011452149485,0,0.419699410300969,9.47291492072782e-06,0,0,0.0524843827912206,0,0.182197309127819
C3015,16,0,0.0413448143280668,0.195437638933253,0,0.225415039240902,0,0.291670065913183,0,0,0,0.091939516468486,0,0.154192925116109
C3015,24,0,0.0476902840371028,0.263029428782507,0,0.0487082488282744,0,0.388627404264861,9.81026153356411e-06,0,0,0.123374449674359,0,0.128560374151362
C3015,26,0,0.0166005506401946,0.118662030280102,0,0.109262598351325,0,0.509428133019588,0,0.00247801110757259,0,0.136752933897631,0,0.106815742703587
C3015,34,0,0.0465579432014485,0.194035562213443,0,0.0605658463383971,0,0.504364732063588,1.48220121702741e-05,0.00147298753378643,0.0120476920274299,0.100263200879626,0,0.0806772137301106
C3015,36,0,0.0468808317234332,0.261177245516302,0,0.0502054369785359,0,0.390459211539219,0,0.00404551586088499,0.0252520106091589,0.153048970921402,0,0.0689307768510645
C3015,38,0,0.0485397935069218,0.204672837159734,0,0.0547694814041882,0,0.402454253704696,0.000199131138828678,0.00367836402595259,0.0349438569446709,0.138295623855209,0,0.112446658259798
C3016,0,0.110211736444166,0.0407335175041858,0,0.00409796656607612,0.025002248853585,0,0.278667529986299,0.202361501387685,0.00154693109782778,0.0260756949607969,0.0168998720329766,0,0.294403001166402
C3016,2,0.112408149930472,0.0576166994831294,4.33320404261736e-05,0.00297237642886144,0.0394522104530385,0.000420220019946847,0.0488644334945386,0.324089097527625,0.0062866728883415,0.139424266325573,0.0286742219606176,0,0.23974831944743
C3016,4,0.148909821334286,0.0504127233068795,0,0.00413162884864421,0.0314929836785199,0,0.0293697714851319,0.36260777871139,0.00275468870552368,0.107288657725886,0.024022280035429,0,0.23900966616831
C3016,6,0.142340450141457,0.0426995216089603,0,0.00256759630374753,0.0208769437283875,0,0.01975184019916,0.337861311006444,0.00456442281964359,0.0614522339394559,0.00920918830125088,0,0.358676491951493
C3016,8,0.156490758478052,0.0719199733353342,0,0.00902566269912365,0.0329454604478378,0,0.0468148638157321,0.379741489536007,0.000593115269043109,0.0439083948269323,0.017190542618803,0,0.241369738973135
C3016,10,0.155462358794307,0.0536049040941365,0,0.00531946170419721,0.0292325982475055,0,0.0131155229282553,0.38568409900852,0.00721149831993828,0.042040355283893,0.0115030158729677,0,0.29682618574628
C3016,16,0.106241116366316,0.0893878376307089,0,0.00335561891741442,0.0308004395165078,0,0.0455158820499048,0.251866095628022,0.0258138258035406,0.0643902109436643,0.0139066615862231,0,0.368722311557698
C3016,24,0.097434109743411,0.0418560041856004,0,0.00163750016375002,0.0212372021237202,0,0.306539330653933,0.198114119811412,0.00643310064331006,0.0653510065351007,0.000331300033130003,0,0.261066326106633
C3016,26,0.0254175057890121,0.0428818812095293,0.0263654296315968,0.00024710492035914,0.226843234642412,0.139723148419544,0.0896900232822394,0.154678043741242,0.00999283579281503,0.0431972439885763,0.0366384094427578,0,0.204325139139917
C3016,34,0.0801834,0.0615091,0,0.0037908,0.0904578,0,0.1855773,0.1548077,0,0.0450393,0.0537063,0,0.3249283
C3016,36,0,0.0378310621738588,0,0.00707056338918421,0.0458572817176355,0,0.157527884,0.138699250216409,0,0.16079725089759,0.0431168367447476,0,0.409099870967575
C3016,38,0,0.0764776482567371,0,0.00591732285880441,0.0533720934092614,0,0.130062601519614,0.289688278011064,0,0.0793922992012826,0.0338402905275454,0,0.331249466215691
C3017,0,0.0250413121650377,0.0153927160280191,0.00197005307153232,0,0.00327464775693284,0.11812211626776,0.0164439981588551,0.623000359601742,0.0106870675183546,0.0290845048079844,0.0164264834622732,0.00321990181961684,0.137336839341892
C3017,2,0.0656053877662094,0.0328705760020728,0.000253192789125475,0,0.0187189326586335,0.24898840613486,0.0463089310725465,0.263343044567642,0.00784607080761286,0.022627139201027,0.0123752860191791,0,0.281063032981091
C3017,4,0.0998917306753594,0.0175433264109092,0,0,0.00634701399019012,0.0722593229057378,0.102557870368033,0.34984391727747,0.00381356026336044,0.0221432075388248,0.0373675589074189,0,0.288232491662696
C3017,16,0.0645739488762411,0.0204237810342414,0,0.00433997728360933,0.00442737185615845,0,0,0.177731945557107,0.0301553629638123,0.0498641820162424,0.0155513786597123,0,0.632932051752876
C3017,24,0.0242715754622416,0.0626228588599819,0,0,0.00311577776527654,0.0985463440786809,0.0244299318867177,0.460735714739019,0.0272948618645498,0.0287230726511648,0.0133718086726068,0,0.256888054019761
C3017,26,0.0282084538880562,0.0778015623051298,0.000415589740058227,0,0.00428882205732536,0.149256072344645,0.0487192889491766,0.416490584870492,0.00932494493335851,0.015943251581333,0.0212327120373486,0.00176625639524746,0.22655246089783
C3017,34,0.0962681096750757,0.0691581190105354,1.07165989400983e-05,0,0.00619469496302823,0.105553892423975,0.0377718047483748,0.460804640307372,0.0290319676146383,0.0209691791616034,0.0205938978884394,0,0.153642977608017
C3017,38,0.0520340844968965,0.0438410190532218,0,0,0.0130266048767604,0.142298072266977,0.0519424401410283,0.333854085377323,0.00854473565205559,0.0443273544395487,0.0157790370539341,0,0.294352566642255
C3022,0,0.00222513490427113,0.0295958326860241,0,0.0160118411083342,0.00390094937011156,0,0,0.143246943317833,0.00456107909339503,0.0257663764207495,0.0058212079117025,0,0.768870635187579
C3022,2,0.0712889218042426,0.0334180991810238,1.40310507152328e-05,0.0188226545344848,0.00383739069633563,0,0,0.205044081392702,0.00944005025149642,0.0460039516725877,0.0508347000898496,0,0.561296119326562
C3022,6,0.045582013140016,0.0607169502134871,0.00138535056158047,0.00876615148168693,0.00668288388236073,0.00263512791413697,0.00967343345258755,0.208232102962356,0.0465241044483687,0.0756245069949465,0.0280914406689093,0.0276283339864325,0.478457600293131
C3022,8,0.0271508427819394,0.0329454364033856,0,0,0.0128229922337898,0.123194639694483,0.0509279859140681,0.359236172136341,0.0171861671181376,0.0970191066472261,0.0388773650482466,0,0.240639292022382
C3022,10,0.0872609049469533,0.0436263192797262,0,0.00713430062993955,0.00570411353811795,0,0,0.166506985913872,0.0393843357876,0.0553083576851584,0.0264171292611952,0,0.568657552957438
C3022,16,0.0934342671101081,0.0316315221815826,0,0.0143052584201328,0.00470598987103608,0,0,0.205502848418911,0.029384568775206,0.0650526360438539,0.0290776118464064,0,0.526905297332763
C3022,26,0.114316376944509,0.0333901186917498,0.00220900270829573,0.0144860566375792,0.00376949838165315,0,0.0961220037678587,0.0984302091957847,0.000237553619941058,0.0678328315294938,0.0119561823227108,0,0.557250166200424
C3022,34,0.0503702154764475,0.0185365274071496,0,0.00504052034143302,0.00564311318361916,0,0.144097052640738,0.17055162742135,0.0382000563090332,0.0808267536857381,0.0124363137447395,0,0.474297819789752
C3023,2,0.00953631880766615,0.0082058027826101,0.0031825454197298,0.00181729652620582,0.00102208294963487,0.0346944932012686,0.065787695276447,0.159378466376047,0.00625516846546935,0.00824821070440989,0.0296639510420056,0.0120902903680812,0.660117678080425
C3023,4,0.000837238759874032,0.00235522305347742,0,0,0.0109387230827815,0,0.0509301067498597,0.154634945796577,0.0230526796089633,0,0.0592356011656597,0,0.698015481782808
C3023,8,0.00613846909177887,0.00166639235380484,0.0101552486463476,0,0.0219809693703657,0.00877641854330079,0.0855455150313346,0.12014390468273,0.0085803586706721,0.00074227661646819,0.0154874477387373,0,0.72078299925446
C3023,10,0.00144826586336324,0.000253749375775247,0,0,0.0211352997084266,0,0.0301130531436764,0.0750926752259291,0.00447457190263705,0,0.0200152713565411,0,0.847467113423651
C3023,16,0.00136225936576124,0.00142065193620499,0,0,0.030592513342562,0,0.104695913671076,0.0881612712960933,0.0490604270462034,0.00287288639248173,0.045470687631471,0,0.676363389318146
