subject_id,time,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Clostridia,Cyanobacteria,Epsilonproteobacteria,Erysipelotrichi,Flavobacteria,Fusobacteria,Gammaproteobacteria,Unclassified
34,48,0.000593554,0.000058,0.001435816,0,0.000543117,0.64354634,0,0,0,0.000187992,0.00000942,0.353486598,0.000139217
34,49,0.000653406,0.0000531,0.003103199,0,0.000299561,0.621814842,0,0,0,0.000108145,0.000011,0.373820205,0.000136492
34,50,0.000716051,0.0000494,0.00529907,0,0.0000815,0.591495572,0,0,0,0.0000358,0.0000127,0.402174886,0.000135088
35,41,0.006590293,0.000528789,0.083640174,0.0000638,0.002143355,0.001104235,0.0000285,0.0000434,0,0.000306395,0.0000459,0.905240017,0.000254185
35,42,0.005469586,0.000480815,0.129775846,0.0000543,0.002589829,0.000891318,0.0000213,0.0000381,0,0.000192047,0.0000416,0.860174485,0.000264233
35,43,0.004431207,0.000436621,0.191272652,0.0000456,0.002943274,0.000389376,0.0000147,0.0000331,0,0.0000853,0.0000375,0.800031162,0.000276014
35,44,0.003553156,0.000405943,0.239585081,0.0000386,0.003304333,0,0.0000085,0.0000291,0,0,0.0000345,0.752742504,0.00029741
35,45,0.002698103,0.000377572,0.267906187,0.0000318,0.003629796,0,0.00000221,0.0000251,0,0,0.0000316,0.724974018,0.000323557
35,46,0.001780026,0.000337924,0.269308649,0.0000243,0.003786712,0,0,0.0000203,0,0,0.0000277,0.724371759,0.000342641
35,47,0.000844828,0.000279253,0.238383912,0.0000158,0.00362568,0,0,0.0000145,0,0,0.0000223,0.75647374,0.000340019
